Objective,Name,Country,Longitude,Latitude,Elevation,Year,N_plots,Species,Structure,Age,Data,Organisation,Website,Responsible,Mail,References
Long-term growth dynamics of mountain forests,Miscellaneous,Switzerland,10.235794,46.66129,1250,1933 to 1946,9,Fagus sylvatica; Larix decidua; Larix kaempferi; Picea abies; Picea omorika; Pinus cembra; Pinus mugo; Pinus sylvestris; Pseudotsuga menziesii; Thuja plicata,even-aged and uneven-aged (126 to > 200 years old),NA,dbh; tree coordinates; height; crown height; crown radius; dominance/social status; diameter at 7 m,"<a href='https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html' target='_blank'>Swiss Federal Institute for Forest, Snow and Landscape Research WSL</a>",https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html,David Forrester,david.forrester@wsl.ch,"Forrester, D.I., Nitzsche, J., Schmid, H., 2018. The Experimental Forest Management project: An overview and methodology of the long?term growth and yield plot network. Swiss Federal Institute of Forest, Snow and Landscape Research WSL. 73 p."
Long-term growth dynamics of mountain forests,Miscellaneous,Switzerland,7.661795,46.94601,1250,1934 to 1946,9,Fagus sylvatica; Larix decidua; Larix kaempferi; Picea abies; Picea omorika; Pinus cembra; Pinus mugo; Pinus sylvestris; Pseudotsuga menziesii; Thuja plicata,even-aged and uneven-aged (126 to > 200 years old),NA,dbh; tree coordinates; height; crown height; crown radius; dominance/social status; diameter at 7 m,"<a href='https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html' target='_blank'>Swiss Federal Institute for Forest, Snow and Landscape Research WSL</a>",https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html,David Forrester,david.forrester@wsl.ch,"Forrester, D.I., Nitzsche, J., Schmid, H., 2018. The Experimental Forest Management project: An overview and methodology of the long?term growth and yield plot network. Swiss Federal Institute of Forest, Snow and Landscape Research WSL. 73 p."
Long-term growth dynamics of mountain forests,Miscellaneous,Switzerland,7.258479,46.69547,1250,1935 to 1946,9,Fagus sylvatica; Larix decidua; Larix kaempferi; Picea abies; Picea omorika; Pinus cembra; Pinus mugo; Pinus sylvestris; Pseudotsuga menziesii; Thuja plicata,even-aged and uneven-aged (126 to > 200 years old),NA,dbh; tree coordinates; height; crown height; crown radius; dominance/social status; diameter at 7 m,"<a href='https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html' target='_blank'>Swiss Federal Institute for Forest, Snow and Landscape Research WSL</a>",https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html,David Forrester,david.forrester@wsl.ch,"Forrester, D.I., Nitzsche, J., Schmid, H., 2018. The Experimental Forest Management project: An overview and methodology of the long?term growth and yield plot network. Swiss Federal Institute of Forest, Snow and Landscape Research WSL. 73 p."
Long-term growth dynamics of mountain forests,Miscellaneous,Switzerland,7.258479,46.69547,1250,1936 to 1946,9,Fagus sylvatica; Larix decidua; Larix kaempferi; Picea abies; Picea omorika; Pinus cembra; Pinus mugo; Pinus sylvestris; Pseudotsuga menziesii; Thuja plicata,even-aged and uneven-aged (126 to > 200 years old),NA,dbh; tree coordinates; height; crown height; crown radius; dominance/social status; diameter at 7 m,"<a href='https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html' target='_blank'>Swiss Federal Institute for Forest, Snow and Landscape Research WSL</a>",https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html,David Forrester,david.forrester@wsl.ch,"Forrester, D.I., Nitzsche, J., Schmid, H., 2018. The Experimental Forest Management project: An overview and methodology of the long?term growth and yield plot network. Swiss Federal Institute of Forest, Snow and Landscape Research WSL. 73 p."
Long-term growth dynamics of mountain forests,Miscellaneous,Switzerland,9.127076,46.89861,1250,1937 to 1946,9,Fagus sylvatica; Larix decidua; Larix kaempferi; Picea abies; Picea omorika; Pinus cembra; Pinus mugo; Pinus sylvestris; Pseudotsuga menziesii; Thuja plicata,even-aged and uneven-aged (126 to > 200 years old),NA,dbh; tree coordinates; height; crown height; crown radius; dominance/social status; diameter at 7 m,"<a href='https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html' target='_blank'>Swiss Federal Institute for Forest, Snow and Landscape Research WSL</a>",https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html,David Forrester,david.forrester@wsl.ch,"Forrester, D.I., Nitzsche, J., Schmid, H., 2018. The Experimental Forest Management project: An overview and methodology of the long?term growth and yield plot network. Swiss Federal Institute of Forest, Snow and Landscape Research WSL. 73 p."
Long-term growth dynamics of mountain forests,Miscellaneous,Switzerland,9.127076,46.89861,1250,1938 to 1946,9,Fagus sylvatica; Larix decidua; Larix kaempferi; Picea abies; Picea omorika; Pinus cembra; Pinus mugo; Pinus sylvestris; Pseudotsuga menziesii; Thuja plicata,even-aged and uneven-aged (126 to > 200 years old),NA,dbh; tree coordinates; height; crown height; crown radius; dominance/social status; diameter at 7 m,"<a href='https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html' target='_blank'>Swiss Federal Institute for Forest, Snow and Landscape Research WSL</a>",https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html,David Forrester,david.forrester@wsl.ch,"Forrester, D.I., Nitzsche, J., Schmid, H., 2018. The Experimental Forest Management project: An overview and methodology of the long?term growth and yield plot network. Swiss Federal Institute of Forest, Snow and Landscape Research WSL. 73 p."
Long-term growth dynamics of mountain forests,Miscellaneous,Switzerland,9.562293,47.12419,1250,1939 to 1946,9,Fagus sylvatica; Larix decidua; Larix kaempferi; Picea abies; Picea omorika; Pinus cembra; Pinus mugo; Pinus sylvestris; Pseudotsuga menziesii; Thuja plicata,even-aged and uneven-aged (126 to > 200 years old),NA,dbh; tree coordinates; height; crown height; crown radius; dominance/social status; diameter at 7 m,"<a href='https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html' target='_blank'>Swiss Federal Institute for Forest, Snow and Landscape Research WSL</a>",https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html,David Forrester,david.forrester@wsl.ch,"Forrester, D.I., Nitzsche, J., Schmid, H., 2018. The Experimental Forest Management project: An overview and methodology of the long?term growth and yield plot network. Swiss Federal Institute of Forest, Snow and Landscape Research WSL. 73 p."
Long-term growth dynamics of mountain forests,Miscellaneous,Switzerland,9.562293,47.12419,1250,1940 to 1946,9,Fagus sylvatica; Larix decidua; Larix kaempferi; Picea abies; Picea omorika; Pinus cembra; Pinus mugo; Pinus sylvestris; Pseudotsuga menziesii; Thuja plicata,even-aged and uneven-aged (126 to > 200 years old),NA,dbh; tree coordinates; height; crown height; crown radius; dominance/social status; diameter at 7 m,"<a href='https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html' target='_blank'>Swiss Federal Institute for Forest, Snow and Landscape Research WSL</a>",https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html,David Forrester,david.forrester@wsl.ch,"Forrester, D.I., Nitzsche, J., Schmid, H., 2018. The Experimental Forest Management project: An overview and methodology of the long?term growth and yield plot network. Swiss Federal Institute of Forest, Snow and Landscape Research WSL. 73 p."
Long-term growth dynamics of mountain forests,Miscellaneous,Switzerland,9.562293,47.12419,1250,1941 to 1946,9,Fagus sylvatica; Larix decidua; Larix kaempferi; Picea abies; Picea omorika; Pinus cembra; Pinus mugo; Pinus sylvestris; Pseudotsuga menziesii; Thuja plicata,even-aged and uneven-aged (126 to > 200 years old),NA,dbh; tree coordinates; height; crown height; crown radius; dominance/social status; diameter at 7 m,"<a href='https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html' target='_blank'>Swiss Federal Institute for Forest, Snow and Landscape Research WSL</a>",https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html,David Forrester,david.forrester@wsl.ch,"Forrester, D.I., Nitzsche, J., Schmid, H., 2018. The Experimental Forest Management project: An overview and methodology of the long?term growth and yield plot network. Swiss Federal Institute of Forest, Snow and Landscape Research WSL. 73 p."
Long-term growth dynamics of mountain forests,Miscellaneous,Switzerland,9.167752,46.80015,1250,1942 to 1946,9,Fagus sylvatica; Larix decidua; Larix kaempferi; Picea abies; Picea omorika; Pinus cembra; Pinus mugo; Pinus sylvestris; Pseudotsuga menziesii; Thuja plicata,even-aged and uneven-aged (126 to > 200 years old),NA,dbh; tree coordinates; height; crown height; crown radius; dominance/social status; diameter at 7 m,"<a href='https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html' target='_blank'>Swiss Federal Institute for Forest, Snow and Landscape Research WSL</a>",https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html,David Forrester,david.forrester@wsl.ch,"Forrester, D.I., Nitzsche, J., Schmid, H., 2018. The Experimental Forest Management project: An overview and methodology of the long?term growth and yield plot network. Swiss Federal Institute of Forest, Snow and Landscape Research WSL. 73 p."
Long-term growth dynamics of mountain forests,Miscellaneous,Switzerland,9.16725,46.80083,1250,1943 to 1946,9,Fagus sylvatica; Larix decidua; Larix kaempferi; Picea abies; Picea omorika; Pinus cembra; Pinus mugo; Pinus sylvestris; Pseudotsuga menziesii; Thuja plicata,even-aged and uneven-aged (126 to > 200 years old),NA,dbh; tree coordinates; height; crown height; crown radius; dominance/social status; diameter at 7 m,"<a href='https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html' target='_blank'>Swiss Federal Institute for Forest, Snow and Landscape Research WSL</a>",https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html,David Forrester,david.forrester@wsl.ch,"Forrester, D.I., Nitzsche, J., Schmid, H., 2018. The Experimental Forest Management project: An overview and methodology of the long?term growth and yield plot network. Swiss Federal Institute of Forest, Snow and Landscape Research WSL. 73 p."
Long-term growth dynamics of mountain forests,Miscellaneous,Switzerland,8.772889,46.66892,1250,1944 to 1946,9,Fagus sylvatica; Larix decidua; Larix kaempferi; Picea abies; Picea omorika; Pinus cembra; Pinus mugo; Pinus sylvestris; Pseudotsuga menziesii; Thuja plicata,even-aged and uneven-aged (126 to > 200 years old),NA,dbh; tree coordinates; height; crown height; crown radius; dominance/social status; diameter at 7 m,"<a href='https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html' target='_blank'>Swiss Federal Institute for Forest, Snow and Landscape Research WSL</a>",https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html,David Forrester,david.forrester@wsl.ch,"Forrester, D.I., Nitzsche, J., Schmid, H., 2018. The Experimental Forest Management project: An overview and methodology of the long?term growth and yield plot network. Swiss Federal Institute of Forest, Snow and Landscape Research WSL. 73 p."
Long-term growth dynamics of mountain forests,Miscellaneous,Switzerland,8.402864,47.07639,1250,1945 to 1946,9,Fagus sylvatica; Larix decidua; Larix kaempferi; Picea abies; Picea omorika; Pinus cembra; Pinus mugo; Pinus sylvestris; Pseudotsuga menziesii; Thuja plicata,even-aged and uneven-aged (126 to > 200 years old),NA,dbh; tree coordinates; height; crown height; crown radius; dominance/social status; diameter at 7 m,"<a href='https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html' target='_blank'>Swiss Federal Institute for Forest, Snow and Landscape Research WSL</a>",https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html,David Forrester,david.forrester@wsl.ch,"Forrester, D.I., Nitzsche, J., Schmid, H., 2018. The Experimental Forest Management project: An overview and methodology of the long?term growth and yield plot network. Swiss Federal Institute of Forest, Snow and Landscape Research WSL. 73 p."
Long-term growth dynamics of mountain forests,Miscellaneous,Switzerland,9.58968,46.95438,1250,1946 to 1946,9,Fagus sylvatica; Larix decidua; Larix kaempferi; Picea abies; Picea omorika; Pinus cembra; Pinus mugo; Pinus sylvestris; Pseudotsuga menziesii; Thuja plicata,even-aged and uneven-aged (126 to > 200 years old),NA,dbh; tree coordinates; height; crown height; crown radius; dominance/social status; diameter at 7 m,"<a href='https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html' target='_blank'>Swiss Federal Institute for Forest, Snow and Landscape Research WSL</a>",https://www.wsl.ch/en/about-wsl/instrumented-field-sites-and-laboratories/experimental-sites-in-forests/growth-and-yield.html,David Forrester,david.forrester@wsl.ch,"Forrester, D.I., Nitzsche, J., Schmid, H., 2018. The Experimental Forest Management project: An overview and methodology of the long?term growth and yield plot network. Swiss Federal Institute of Forest, Snow and Landscape Research WSL. 73 p."
